Symbol,Name,Last Sale,Market Cap,Volume,Sector,Industry
A,Agilent Technologies Inc. Common Stock,$118.49,36358600336,1307192,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AA,Alcoa Corporation Common Stock ,$23.05,4285676957,3443724,Basic Industries,Aluminum
AACQ,Artius Acquisition Inc. Class A Common Stock,$10.63,962679375,1092822,Finance,Business Services
AAIC,Arlington Asset Investment Corp Class A (new),$3.78,126356657,202742,Consumer Services,Real Estate Investment Trusts
AAL,American Airlines Group Inc. Common Stock,$15.77,9631902984,57891084,Transportation,Air Freight/Delivery Services
AAN,Aarons Holdings Company Inc. Common Stock ,$18.96,640440531,541665,Technology,Diversified Commercial Services
AAOI,Applied Optoelectronics Inc. Common Stock,$8.51,195527853,638427,Technology,Semiconductors
AAON,AAON Inc. Common Stock,$66.63,3480890790,172882,Capital Goods,Industrial Machinery/Components
AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,$157.51,10687768438,621014,Consumer Services,Other Specialty Stores
AAPL,Apple Inc. Common Stock,$132.69,2.30E+12,99116586,Technology,Computer Manufacturing
AAT,American Assets Trust Inc. Common Stock,$28.88,1740970990,129922,Consumer Services,Real Estate Investment Trusts
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,$54.54,1500793378,362516,Transportation,Transportation Services
AAXN,Axon Enterprise Inc. Common Stock,$122.53,7786769002,353974,Capital Goods,Ordnance And Accessories
AB,AllianceBernstein Holding L.P.  Units,$33.77,3247815161,265603,Finance,Investment Managers
ABB,ABB Ltd Common Stock,$27.96,57563741922,568847,Consumer Durables,Electrical Products
ABBV,AbbVie Inc. Common Stock,$107.15,1.89E+11,6148110,Health Care,Major Pharmaceuticals
ABC,AmerisourceBergen Corporation Common Stock,$97.76,19967455267,523842,Health Care,Other Pharmaceuticals
ABCB,Ameris Bancorp Common Stock,$38.07,2645505086,260779,Finance,Major Banks
ABCL,AbCellera Biologics Inc. Common Shares,$40.24,10832115784,1200980,Health Care,Major Pharmaceuticals
ABCM,Abcam plc American Depositary Shares,$21.55,4882192432,241520,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),$3.06,48148968475,3904528,Consumer Non-Durables,Beverages (Production/Distribution)
ABG,Asbury Automotive Group Inc Common Stock,$145.74,2810675766,114120,Consumer Durables,Automotive Aftermarket
ABM,ABM Industries Incorporated Common Stock,$37.84,2526148073,254982,Finance,Diversified Commercial Services
ABMD,ABIOMED Inc. Common Stock,$324.20,14650560069,229004,Health Care,Medical/Dental Instruments
ABNB,Airbnb Inc. Class A Common Stock,$146.80,87551374228,2795813,Finance,Diversified Commercial Services
ABR,Arbor Realty Trust Common Stock,$14.18,1749742362,922216,Consumer Services,Real Estate Investment Trusts
ABST,Absolute Software Corporation Common Stock,$11.91,580943455,38002,Technology,Computer Software: Prepackaged Software
ABT,Abbott Laboratories Common Stock,$109.49,1.94E+11,2982245,Health Care,Major Pharmaceuticals
ABTX,Allegiance Bancshares Inc. Common Stock,$34.13,697873516,60528,Finance,Major Banks
ABUS,Arbutus Biopharma Corporation Common Stock,$3.55,301427866,2685686,Health Care,Major Pharmaceuticals
AC,Associated Capital Group Inc. Common Stock,$35.12,783356728,6953,Finance,Investment Bankers/Brokers/Service
ACA,Arcosa Inc. Common Stock ,$54.93,2651326359,125468,Capital Goods,Metal Fabrications
ACAC,Acies Acquisition Corp. Class A Ordinary Share,$10.30,277134375,8629,Finance,Business Services
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,$53.46,8498968531,520772,Health Care,Major Pharmaceuticals
ACAM,Acamar Partners Acquisition Corp. Class A Common Stock,$11.20,427802502,1325331,Consumer Durables,Automotive Aftermarket
ACB,Aurora Cannabis Inc. Common Shares,$8.31,1526181759,8240204,Consumer Durables,Specialty Chemicals
ACBI,Atlantic Capital Bancshares Inc. Common Stock,$15.92,330807300,33751,Finance,Major Banks
ACC,American Campus Communities Inc Common Stock,$42.77,5886524532,570967,Consumer Services,Real Estate Investment Trusts
ACCD,Accolade Inc. Common Stock,$43.50,2394203634,690844,,
ACCO,Acco Brands Corporation Common Stock,$8.45,798498273,363377,Consumer Durables,Publishing
ACEL,Accel Entertainment Inc. ,$10.10,976509511,414283,Consumer Services,Services-Misc. Amusement & Recreation
ACET,Adicet Bio Inc. Common Stock ,$14.05,275237083,52939,Health Care,Major Pharmaceuticals
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,$10.22,293825000,25412,Finance,Business Services
ACGL,Arch Capital Group Ltd. Common Stock,$36.07,14645378380,1462048,Finance,Property-Casualty Insurers
ACH,Aluminum Corporation of China Limited American Depositary Shares,$8.68,5910272048,48687,Basic Industries,Aluminum
ACHC,Acadia Healthcare Company Inc. Common Stock,$50.26,4472700326,531643,Health Care,Medical Specialities
ACI,Albertsons Companies Inc. Class A Common Stock,$17.58,8309236488,3086193,Consumer Services,Food Chains
ACIA,Acacia Communications Inc. Common Stock,$72.96,3074825510,615813,Technology,Semiconductors
ACIC,Atlas Crest Investment Corp. Class A Common Stock,$10.06,647612500,132717,Finance,Business Services
ACIU,AC Immune SA Common Stock,$5.17,370902443,243286,Health Care,Major Pharmaceuticals
ACIW,ACI Worldwide Inc. Common Stock,$38.43,4487145636,608594,Technology,Computer Software: Prepackaged Software
ACLS,Axcelis Technologies Inc. Common Stock,$29.12,975403695,137144,Technology,Industrial Machinery/Components
ACM,AECOM Common Stock,$49.78,7505021516,1115116,Consumer Services,Military/Government/Technical
ACMR,ACM Research Inc. Class A Common Stock,$81.25,1500266950,286888,Technology,Industrial Machinery/Components
ACN,Accenture plc Class A Ordinary Shares (Ireland),$261.21,1.73E+11,1325331,Miscellaneous,Business Services
ACNB,ACNB Corporation Common Stock,$25.00,217582825,13074,Finance,Major Banks
ACND,Ascendant Digital Acquisition Corp. Class A Ordinary Shares,$10.26,530955000,74559,Finance,Business Services
ACP,Aberdeen Income Credit Strategies Fund Common Shares,$10.68,186174785,182732,,
ACRE,Ares Commercial Real Estate Corporation Common Stock,$11.91,398293470,202272,Consumer Services,Real Estate Investment Trusts
ACRS,Aclaris Therapeutics Inc. Common Stock,$6.47,277687813,373965,Health Care,Major Pharmaceuticals
ACTC,ArcLight Clean Transition Corp. Class A Ordinary Shares,$11.08,384337500,254368,Finance,Business Services
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,$3.94,194161045,317215,Miscellaneous,Multi-Sector Companies
ACU,Acme United Corporation. Common Stock,$30.13,100601449,13524,Capital Goods,Industrial Machinery/Components
ACV,AllianzGI Diversified Income & Convertible Fund Common Shares of Beneficial Interest,$32.68,338366106,38561,,
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,$5.39,834257538,1137812,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc. Common Stock,$500.12,2.40E+11,1462236,Technology,Computer Software: Prepackaged Software
ADC,Agree Realty Corporation Common Stock,$66.58,3686569555,315919,Consumer Services,Real Estate Investment Trusts
ADCT,ADC Therapeutics SA Common Shares,$32.01,2455763922,278289,Health Care,Major Pharmaceuticals
ADES,Advanced Emissions Solutions Inc. Common Stock,$5.50,102013379,52670,Basic Industries,Major Chemicals
ADI,Analog Devices Inc. Common Stock,$147.73,54584004129,1626778,Technology,Semiconductors
ADM,Archer-Daniels-Midland Company Common Stock,$50.41,28047571960,1698888,Consumer Non-Durables,Packaged Foods
ADMS,Adamas Pharmaceuticals Inc. Common Stock,$4.33,123493847,111517,Health Care,Major Pharmaceuticals
ADNT,Adient plc Ordinary Shares ,$34.77,3264679394,582820,Capital Goods,Auto Parts:O.E.M.
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,$10.24,124328960,23533,Finance,Business Services
ADP,Automatic Data Processing Inc. Common Stock,$176.20,75557026624,1142816,Technology,EDP Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,$59.13,8087353017,368405,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADS,Alliance Data Systems Corporation Common Stock,$74.10,3676974194,719774,Miscellaneous,Business Services
ADSK,Autodesk Inc. Common Stock,$305.34,67141030312,941702,Technology,Computer Software: Prepackaged Software
ADT,ADT Inc. Common Stock,$7.85,6479847074,2405590,Consumer Services,Diversified Commercial Services
ADTN,ADTRAN Inc. Common Stock,$14.77,708313369,221846,Public Utilities,Telecommunications Equipment
ADUS,Addus HomeCare Corporation Common Stock,$117.09,1851041620,61737,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,$13.17,4127809647,872881,Miscellaneous,Business Services
ADVM,Adverum Biotechnologies Inc. Common Stock,$10.84,1056657217,745128,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADX,Adams Diversified Equity Fund Inc.,$17.29,1879135502,171082,,
AE,Adams Resources & Energy Inc. Common Stock,$24.10,102239044,14345,Energy,Oil Refining/Marketing
AEE,Ameren Corporation Common Stock,$78.06,19296976703,1238714,Public Utilities,Power Generation
AEF,Aberdeen Emerging Markets Equity Income Fund Inc. Common Stock,$8.16,414134508,63370,,
AEG,AEGON N.V. Common Stock,$3.95,8012651531,1070485,Finance,Life Insurance
AEGN,Aegion Corp Common Stock,$18.99,584376459,59420,Basic Industries,Water Supply
AEIS,Advanced Energy Industries Inc. Common Stock,$96.97,3711305174,174793,Capital Goods,Industrial Machinery/Components
AEL,American Equity Investment Life Holding Company Common Stock,$27.66,2744510255,491699,Finance,Life Insurance
AEM,Agnico Eagle Mines Limited Common Stock,$70.51,17088125223,840677,Basic Industries,Precious Metals
AEO,American Eagle Outfitters Inc. Common Stock,$20.07,3335315048,2265280,Consumer Services,Clothing/Shoe/Accessory Stores
AEP,American Electric Power Company Inc. Common Stock,$83.27,41334356496,1778627,Public Utilities,Electric Utilities: Central
AER,AerCap Holdings N.V. Ordinary Shares,$45.58,5914306421,635752,Technology,Diversified Commercial Services
AERI,Aerie Pharmaceuticals Inc. Common Stock,$13.51,632467853,319075,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AES,The AES Corporation Common Stock,$23.50,15630581978,4316368,Basic Industries,Electric Utilities: Central
AEYE,AudioEye Inc. Common Stock,$25.83,258819906,41737,Technology,Computer Software: Prepackaged Software
AFB,AllianceBernstein National Municipal Income Fund Inc,$14.42,414501977,37564,,
AFG,American Financial Group Inc. Common Stock,$87.62,7609290556,346316,Finance,Property-Casualty Insurers
AFIB,Acutus Medical Inc. Common Stock,$28.81,802245651,75219,Health Care,Medical/Dental Instruments
AFIN,American Finance Trust Inc. Class A Common Stock,$7.43,808660463,476046,Consumer Services,Real Estate Investment Trusts
AFL,AFLAC Incorporated Common Stock,$44.47,31237740045,2159041,Finance,Accident &Health Insurance
AFMD,Affimed N.V.,$5.82,571056509,825538,Health Care,Major Pharmaceuticals
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,$14.40,224252078,43953,,
AFYA,Afya Limited Class A Common Shares,$25.30,2358031422,108931,Consumer Services,Other Consumer Services
AG,First Majestic Silver Corp. Ordinary Shares (Canada),$13.44,2973434513,5240636,Basic Industries,Precious Metals
AGC,Altimeter Growth Corp. Class A Ordinary Shares,$12.86,803750000,33168,Finance,Business Services
AGCO,AGCO Corporation Common Stock,$103.09,7721390692,617302,Capital Goods,Industrial Machinery/Components
AGD,Aberdeen Global Dynamic Dividend Fund,$10.44,131017636,43031,,
AGEN,Agenus Inc. Common Stock,$3.18,604674777,1344769,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGI,Alamos Gold Inc. Class A Common Shares,$8.75,3436367113,1961751,Basic Industries,Precious Metals
AGIO,Agios Pharmaceuticals Inc. Common Stock,$43.33,3001027871,579655,Health Care,Major Pharmaceuticals
AGLE,Aeglea BioTherapeutics Inc. Common Stock,$7.87,377265032,110443,Health Care,Major Pharmaceuticals
AGM,Federal Agricultural Mortgage Corporation Common Stock,$74.25,797147406,30179,Finance,Finance Companies
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,$15.28,441455320,6378,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,$15.60,8505300476,5192831,Consumer Services,Real Estate Investment Trusts
AGO,Assured Guaranty Ltd. Common Stock,$31.49,2544586608,543116,Finance,Property-Casualty Insurers
AGR,Avangrid Inc. Common Stock,$45.45,14066369677,368494,Public Utilities,Electric Utilities: Central
AGRO,Adecoagro S.A. Common Shares,$6.80,797905091,138202,Consumer Non-Durables,Farming/Seeds/Milling
AGS,PlayAGS Inc. Common Stock,$7.20,257513551,339757,Consumer Durables,Miscellaneous manufacturing industries
AGTC,Applied Genetic Technologies Corporation Common Stock,$4.09,105888566,222111,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGX,Argan Inc. Common Stock,$44.49,698046721,61750,Basic Industries,Engineering & Construction
AGYS,Agilysys Inc. Common Stock,$38.38,905430755,84166,Technology,EDP Services
AHAC,Alpha Healthcare Acquisition Corp. Class A Common Stock,$10.17,130735350,75792,Finance,Business Services
AHCO,AdaptHealth Corp. Class A Common Stock,$37.56,3302790523,450413,Health Care,Medical/Nursing Services
AHH,Armada Hoffler Properties Inc. Common Stock,$11.22,884130693,178944,Finance,Real Estate
AI,C3.ai Inc. Class A Common Stock,$138.75,13298910278,2319781,Technology,Computer Software: Prepackaged Software
AIF,Apollo Tactical Income Fund Inc. Common Stock,$14.48,209439096,39112,,
AIG,American International Group Inc. New Common Stock,$37.86,32617364289,2956476,Finance,Property-Casualty Insurers
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,$5.27,124439930,200682,Health Care,Medical Specialities
AIMC,Altra Industrial Motion Corp. Common Stock,$55.43,3587098239,258620,Capital Goods,Industrial Machinery/Components
AIN,Albany International Corporation Common Stock,$73.42,2371466000,89296,Basic Industries,Textiles
AINV,Apollo Investment Corporation Common Stock,$10.63,693378745,523231,,
AIO,AllianzGI Artificial Intelligence & Technology Opportunities Fund Common Shares,$26.37,905101070,97951,,
AIR,AAR Corp. Common Stock,$36.22,1278288410,294489,Capital Goods,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,$38.41,11695051411,666097,Consumer Services,Real Estate Investment Trusts
AIRG,Airgain Inc. Common Stock,$17.78,173674275,121361,Technology,Radio And Television Broadcasting And Communications Equipment
AIT,Applied Industrial Technologies Inc. Common Stock,$77.99,3022891932,92729,Consumer Durables,Industrial Specialties
AIV,Apartment Investment and Management Company Common Stock,$5.28,1607650910,6381251,Consumer Services,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,$136.22,8004176998,233062,Finance,Property-Casualty Insurers
AJAX,Ajax I Class A Ordinary Shares,$11.80,1062972591,653624,Finance,Business Services
AJG,Arthur J. Gallagher & Co. Common Stock,$123.71,23792154620,487913,Finance,Specialty Insurers
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,$52.85,4042312529,1096564,Capital Goods,Military/Government/Technical
AJX,Great Ajax Corp. Common Stock,$10.46,240940274,114142,Consumer Services,Real Estate Investment Trusts
AKAM,Akamai Technologies Inc. Common Stock,$104.99,17091740800,815257,Miscellaneous,Business Services
AKR,Acadia Realty Trust Common Stock,$14.19,1224144382,408151,Consumer Services,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,$25.80,895823601,184540,Health Care,Major Pharmaceuticals
AKTS,Akoustis Technologies Inc. Common Stock,$12.23,472418165,416077,Public Utilities,Telecommunications Equipment
AKU,Akumin Inc. Common Shares,$3.01,211237068,30612,Health Care,Medical Specialities
AKUS,Akouos Inc. Common Stock,$19.83,681808247,87900,Health Care,Major Pharmaceuticals
AL,Air Lease Corporation Class A Common Stock,$44.42,5054059005,533358,Technology,Diversified Commercial Services
ALB,Albemarle Corporation Common Stock,$147.52,15704565111,779219,Basic Industries,Major Chemicals
ALBO,Albireo Pharma Inc. Common Stock,$37.51,715587535,258941,Health Care,Major Pharmaceuticals
ALC,Alcon Inc. Ordinary Shares,$65.98,32277416000,611411,Health Care,Ophthalmic Goods
ALCO,Alico Inc. Common Stock,$31.02,232841083,43222,Consumer Non-Durables,Farming/Seeds/Milling
ALDX,Aldeyra Therapeutics Inc. Common Stock,$6.86,266307580,1644335,Health Care,Major Pharmaceuticals
ALE,Allete Inc.,$61.94,3219324377,253521,Public Utilities,Power Generation
ALEC,Alector Inc. Common Stock,$15.13,1198942187,517888,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,$17.18,1243047681,213967,Consumer Services,Real Estate Investment Trusts
ALG,Alamo Group Inc. Common Stock,$137.95,1638755643,25093,Capital Goods,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,$26.66,5050250882,512439,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,$534.38,42136072477,320897,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,$27.65,1053960212,136789,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,$189.24,3101545384,161760,Transportation,Air Freight/Delivery Services
ALK,Alaska Air Group Inc. Common Stock,$52.00,6430516456,1131695,Transportation,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,$19.95,3175038211,1094032,Health Care,Major Pharmaceuticals
ALL,Allstate Corporation (The) Common Stock,$109.93,33426198098,1033844,Finance,Property-Casualty Insurers
ALLE,Allegion plc Ordinary Shares,$116.38,10711500566,375869,Consumer Services,Diversified Commercial Services
ALLK,Allakos Inc. Common Stock,$140.00,7350468440,181927,Health Care,Major Pharmaceuticals
ALLO,Allogene Therapeutics Inc. Common Stock,$25.24,3540671036,879590,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,$10.52,370435595,193925,Technology,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,$35.66,13331750034,2654717,Finance,Major Banks
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,$129.97,15100014417,338669,Health Care,Major Pharmaceuticals
ALPN,Alpine Immune Sciences Inc. Common Stock,$12.60,299920106,166333,Health Care,Major Pharmaceuticals
ALRM,Alarm.com Holdings Inc. Common Stock,$103.45,5080643745,326433,Technology,Computer Software: Prepackaged Software
ALRS,Alerus Financial Corporation Common Stock,$27.37,468625390,27706,Finance,Major Banks
ALSK,Alaska Communications Systems Group Inc. Common Stock,$3.69,198605154,375996,Public Utilities,Telecommunications Equipment
ALSN,Allison Transmission Holdings Inc. Common Stock,$43.13,4859491690,485252,Capital Goods,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,$11.28,373041106,1277948,Health Care,Major Pharmaceuticals
ALTA,Altabancorp Common Stock,$27.92,524991431,43393,Finance,Major Banks
ALTG,Alta Equipment Group Inc. Class A Common Stock,$9.88,296582800,131362,Capital Goods,Industrial Machinery/Components
ALTM,Altus Midstream Company Class A Common Stock,$47.46,771056992,42475,Public Utilities,Natural Gas Distribution
ALTR,Altair Engineering Inc. Class A Common Stock,$58.18,4285383285,158187,Technology,Computer Software: Prepackaged Software
ALUS,Alussa Energy Acquisition Corp. Class A Ordinary Shares,$10.06,361531250,205635,Finance,Business Services
ALV,Autoliv Inc. Common Stock,$92.10,8043783842,302556,Capital Goods,Auto Parts:O.E.M.
ALVR,AlloVir Inc. Common Stock,$38.44,2409010698,179868,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,$277.35,1416506882,8140,Consumer Services,Real Estate Investment Trusts
ALXN,Alexion Pharmaceuticals Inc. Common Stock,$156.24,34172901388,1242649,Health Care,Major Pharmaceuticals
ALXO,ALX Oncology Holdings Inc. Common Stock,$86.20,3198668396,73259,Health Care,Major Pharmaceuticals
AM,Antero Midstream Corporation Common Stock,$7.71,3674886705,2493007,Public Utilities,Natural Gas Distribution
AMAL,Amalgamated Bank Class A Common Stock,$13.74,426620474,25359,Consumer Non-Durables,Textiles
AMAT,Applied Materials Inc. Common Stock,$86.30,78907903511,5716036,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,$91.82,3229496437,316306,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,$15.38,704544558,432468,Finance,Property-Casualty Insurers
AMCI,AMCI Acquisition Corp. Class A Common Stock,$14.93,305142445,841882,Miscellaneous,Industrial Machinery/Components
AMCR,Amcor plc Ordinary Shares,$11.77,18461027479,2822502,Consumer Durables,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,$35.77,1475125755,912026,Consumer Services,Television Services
AMD,Advanced Micro Devices Inc. Common Stock,$91.71,1.10E+11,24930684,Technology,Semiconductors
AME,AMETEK Inc.,$120.94,27824043685,638700,Capital Goods,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,$293.33,9624315405,262564,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,$18.27,672151382,111885,Consumer Services,Professional Services
AMG,Affiliated Managers Group Inc. Common Stock,$101.70,4613219700,245714,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,$229.92,1.34E+11,1821286,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,$30.00,9487894260,1680930,Consumer Services,Real Estate Investment Trusts
AMHC,Amplitude Healthcare Acquisition Corporation Class A Common Stock,$10.01,125125000,75186,Finance,Business Services
AMK,AssetMark Financial Holdings Inc. Common Stock,$24.20,1753271971,75881,Finance,Investment Managers
AMKR,Amkor Technology Inc. Common Stock,$15.08,3656087927,725322,Technology,Semiconductors
AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,$68.25,3209854284,169426,Technology,Professional Services
AMNB,American National Bankshares Inc. Common Stock,$26.21,287554969,15076,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,$51.10,498618163,33905,Capital Goods,Electrical Products
AMOV,America Movil S.A.B. de C.V. Class A American Depositary Shares,$14.62,48875368491,1000,Public Utilities,Telecommunications Equipment
AMP,Ameriprise Financial Inc. Common Stock,$194.33,22926632481,422284,Finance,Investment Managers
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,$20.11,955305822,124201,Health Care,Major Pharmaceuticals
AMRC,Ameresco Inc. Class A Common Stock,$52.24,2500523758,279988,Basic Industries,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,$25.65,181860193,119102,Basic Industries,Other Specialty Stores
AMRN,Amarin Corporation plc,$4.89,1901375781,9276789,Health Care,Major Pharmaceuticals
AMRS,Amyris Inc. Common Stock,$6.18,1477130475,4725294,Basic Industries,Major Chemicals
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,$4.57,674661971,745061,Health Care,Major Pharmaceuticals
AMSC,American Superconductor Corporation Common Stock,$23.42,646464649,494369,Consumer Durables,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,$57.43,1110182718,40213,Finance,Property-Casualty Insurers
AMSWA,American Software Inc. Class A Common Stock,$17.17,559505603,67980,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,$224.46,99708130786,1669458,Consumer Services,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,$15.20,576007116,32213,Finance,Major Banks
AMTBB,Amerant Bancorp Inc. Class B Common Stock,$11.63,440721234,13485,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,$30.77,1073270246,70498,Health Care,Major Pharmaceuticals
AMWD,American Woodmark Corporation Common Stock,$93.85,1594817451,67666,Basic Industries,Forest Products
AMWL,American Well Corporation Class A Common Stock,$25.33,5951437608,3973919,Miscellaneous,Business Services
AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,$14.54,48624554079,1136824,Public Utilities,Telecommunications Equipment
AMYT,Amryt Pharma plc American Depositary Shares,$14.16,506366103,510,Health Care,Major Pharmaceuticals
AMZN,Amazon.com Inc. Common Stock,"$3,256.93",1.63E+12,2957206,Consumer Services,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,$69.79,6132099885,529586,Consumer Durables,Automotive Aftermarket
ANAB,AnaptysBio Inc. Common Stock,$21.50,587977808,168330,Health Care,Major Pharmaceuticals
ANAT,American National Group Inc. Common Stock,$96.12,2584397664,27072,Finance,Life Insurance
ANDE,Andersons Inc. (The) Common Stock,$24.51,808302986,161244,Consumer Services,Farming/Seeds/Milling
ANET,Arista Networks Inc. Common Stock,$290.57,21984951594,310381,Technology,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,$20.36,1270274082,1030574,Consumer Services,Clothing/Shoe/Accessory Stores
ANGI,ANGI Homeservices Inc. Class A Common Stock,$13.20,6594825347,1096435,Consumer Services,Advertising
ANGO,AngioDynamics Inc. Common Stock,$15.33,581820686,246983,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,$45.26,643348994,79476,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,$29.04,358888459,65242,Health Care,Major Pharmaceuticals
ANNX,Annexon Inc. Common Stock,$25.03,955085179,170179,Health Care,Major Pharmaceuticals
ANSS,ANSYS Inc. Common Stock,$363.80,31244645403,396538,Technology,Computer Software: Prepackaged Software
ANTM,Anthem Inc. Common Stock,$321.09,79856466898,749286,Health Care,Medical Specialities
AOD,Aberdeen Total Dynamic Dividend Fund Common Stock,$8.85,933064341,551624,,
AON,Aon plc Class A Ordinary Shares (Ireland),$211.27,48299775842,1024592,Finance,Specialty Insurers
AONE,one Class A Ordinary Shares,$10.77,289443750,103335,Finance,Business Services
AOS,A.O. Smith Corporation Common Stock,$54.82,8851662932,728922,Consumer Durables,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,$23.64,602522491,108183,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,$17.03,238434203,106072,Capital Goods,Ordnance And Accessories
AP,Ampco-Pittsburgh Corporation Common Stock,$5.48,100348335,86452,Capital Goods,Fluid Controls
APA,Apache Corporation Common Stock,$14.19,5356415403,7479639,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,$50.34,3955470534,317811,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,$273.22,60395024993,795646,Basic Industries,Major Chemicals
APEI,American Public Education Inc. Common Stock,$30.48,451383563,45679,Consumer Services,Other Consumer Services
APG,APi Group Corporation Common Stock,$18.15,3081764276,746723,Basic Industries,Engineering & Construction
APH,Amphenol Corporation Common Stock,$130.77,39120466788,887682,Capital Goods,Electrical Products
APHA,Aphria Inc. Common Shares,$6.92,2002240917,5108209,Consumer Durables,Specialty Chemicals
API,Agora Inc. American Depositary Shares,$39.56,15701282071,675826,Technology,Computer Software: Prepackaged Software
APLE,Apple Hospitality REIT Inc. Common Shares,$12.91,2882364150,1391759,Consumer Services,Real Estate Investment Trusts
APLS,Apellis Pharmaceuticals Inc. Common Stock,$57.20,4332152053,466683,Health Care,Major Pharmaceuticals
APLT,Applied Therapeutics Inc. Common Stock,$22.01,494962663,194970,Health Care,Major Pharmaceuticals
APO,Apollo Global Management Inc. Class A Common Stock,$48.98,11207399011,487876,Finance,Investment Managers
APOG,Apogee Enterprises Inc. Common Stock,$31.68,835898913,206794,Capital Goods,Auto Parts:O.E.M.
APPF,AppFolio Inc. Class A Common Stock,$180.04,6180446968,77149,Technology,Computer Software: Prepackaged Software
APPN,Appian Corporation Class A Common Stock,$162.09,11354224904,864550,Technology,Computer Software: Prepackaged Software
APPS,Digital Turbine Inc. Common Stock,$56.56,5016708146,1908854,Miscellaneous,Multi-Sector Companies
APRE,Aprea Therapeutics Inc. Common stock,$4.92,104239189,2119095,Health Care,Major Pharmaceuticals
